9010,日本海,にほんかい
9011,日本海東部,にほんかいとうぶ
9012,日本海南部,にほんかいなんぶ
9013,日本海西部,にほんかいせいぶ
9014,日本海北部,にほんかいほくぶ
9015,日本海中部,にほんかいちゅうぶ
9020,ボッ海,ぼっかい
9021,ボッ海東部,ぼっかいとうぶ
9022,ボッ海南部,ぼっかいなんぶ
9023,ボッ海西部,ぼっかいせいぶ
9024,ボッ海北部,ぼっかいほくぶ
9025,ボッ海中部,ぼっかいちゅうぶ
9030,黄海,こうかい
9031,黄海東部,こうかいとうぶ
9032,黄海南部,こうかいなんぶ
9033,黄海西部,こうかいせいぶ
9034,黄海北部,こうかいほくぶ
9035,黄海中部,こうかいちゅうぶ
9040,東シナ海,ひがししなかい
9041,東シナ海東部,ひがししなかいとうぶ
9042,東シナ海南部,ひがししなかいなんぶ
9043,東シナ海西部,ひがししなかいせいぶ
9044,東シナ海北部,ひがししなかいほくぶ
9045,東シナ海中部,ひがししなかいちゅうぶ
9050,オホーツク海,おほーつくかい
9051,オホーツク海東部,おほーつくかいとうぶ
9052,オホーツク海南部,おほーつくかいなんぶ
9053,オホーツク海西部,おほーつくかいせいぶ
9054,オホーツク海北部,おほーつくかいほくぶ
9055,オホーツク海中部,おほーつくかいちゅうぶ
9060,ベーリング海,べーりんぐかい
9061,ベーリング海東部,べーりんぐかいとうぶ
9062,ベーリング海南部,べーりんぐかいなんぶ
9063,ベーリング海西部,べーりんぐかいせいぶ
9064,ベーリング海北部,べーりんぐかいほくぶ
9065,ベーリング海中部,べーりんぐかいちゅうぶ
9070,南シナ海,みなみしなかい
9071,南シナ海東部,みなみしなかいとうぶ
9072,南シナ海南部,みなみしなかいなんぶ
9073,南シナ海西部,みなみしなかいせいぶ
9074,南シナ海北部,みなみしなかいほくぶ
9075,南シナ海中部,みなみしなかいちゅうぶ
9080,日本の東,にっぽんのひがし
9090,日本のはるか東,にっぽんのはるかひがし
9100,日本の南,にっぽんのみなみ
9110,対馬近海,つしまきんかい
9120,沖縄の南,おきなわのみなみ
9130,台湾海峡,たいわんかいきょう
9140,バシー海峡,ばしーかいきょう
9150,トンキン湾,とんきんわん
9160,千島近海,ちしまきんかい
9170,千島の東,ちしまのひがし
9180,間宮海峡,まみやかいきょう
9190,アリューシャン近海,ありゅーしゃんきんかい
9200,アリューシャンの南,ありゅーしゃんのみなみ
9210,カムチャツカの東,かむちゃつかのひがし
9220,フィリピンの東,ふぃりぴんのひがし
9230,ミンダナオ島の東,みんだなおとうのひがし
9240,セレベス海,せれべすかい
9241,セレベス海東部,せれべすかいとうぶ
9242,セレベス海南部,せれべすかいなんぶ
9243,セレベス海西部,せれべすかいせいぶ
9244,セレベス海北部,せれべすかいほくぶ
9245,セレベス海中部,せれべすかいちゅうぶ
9250,スル海,するかい
9251,スル海東部,するかいとうぶ
9252,スル海南部,するかいなんぶ
9253,スル海西部,するかいせいぶ
9254,スル海北部,するかいほくぶ
9255,スル海中部,するかいちゅうぶ
