011011,宗谷北部,011000,宗谷地方,011000,宗谷地方
011012,宗谷南部,011000,宗谷地方,011000,宗谷地方
011013,利尻・礼文,011000,宗谷地方,011000,宗谷地方
012011,上川北部,012010,上川地方,012010,上川地方
012012,上川中部,012010,上川地方,012010,上川地方
012013,上川南部,012010,上川地方,012010,上川地方
012021,留萌北部,012020,留萌地方,012020,留萌地方
012022,留萌中部,012020,留萌地方,012020,留萌地方
012023,留萌南部,012020,留萌地方,012020,留萌地方
013011,網走西部,013010,網走地方,013000,網走・北見・紋別地方
013012,網走東部,013010,網走地方,013000,網走・北見・紋別地方
013013,網走南部,013010,網走地方,013000,網走・北見・紋別地方
013020,北見地方,013020,北見地方,013000,網走・北見・紋別地方
013031,紋別北部,013030,紋別地方,013000,網走・北見・紋別地方
013032,紋別南部,013030,紋別地方,013000,網走・北見・紋別地方
014011,根室北部,014010,根室地方,014010,根室地方
014012,根室中部,014010,根室地方,014010,根室地方
014013,根室南部,014010,根室地方,014010,根室地方
014021,釧路北部,014020,釧路地方,014020,釧路地方
014022,釧路中部,014020,釧路地方,014020,釧路地方
014023,釧路南東部,014020,釧路地方,014020,釧路地方
014024,釧路南西部,014020,釧路地方,014020,釧路地方
014031,十勝北部,014030,十勝地方,014030,十勝地方
014032,十勝中部,014030,十勝地方,014030,十勝地方
014033,十勝南部,014030,十勝地方,014030,十勝地方
015011,胆振西部,015010,胆振地方,015010,胆振地方
015012,胆振中部,015010,胆振地方,015010,胆振地方
015013,胆振東部,015010,胆振地方,015010,胆振地方
015021,日高西部,015020,日高地方,015020,日高地方
015022,日高中部,015020,日高地方,015020,日高地方
015023,日高東部,015020,日高地方,015020,日高地方
016011,石狩北部,016010,石狩地方,016010,石狩地方
016012,石狩中部,016010,石狩地方,016010,石狩地方
016013,石狩南部,016010,石狩地方,016010,石狩地方
016021,北空知,016020,空知地方,016020,空知地方
016022,中空知,016020,空知地方,016020,空知地方
016023,南空知,016020,空知地方,016020,空知地方
016031,後志北部,016030,後志地方,016030,後志地方
016032,羊蹄山麓,016030,後志地方,016030,後志地方
016033,後志西部,016030,後志地方,016030,後志地方
017011,渡島北部,017010,渡島地方,017010,渡島地方
017012,渡島東部,017010,渡島地方,017010,渡島地方
017013,渡島西部,017010,渡島地方,017010,渡島地方
017021,檜山北部,017020,檜山地方,017020,檜山地方
017022,檜山南部,017020,檜山地方,017020,檜山地方
017023,檜山奥尻島,017020,檜山地方,017020,檜山地方
020011,東青津軽,020010,津軽,020000,青森県
020012,北五津軽,020010,津軽,020000,青森県
020013,西津軽,020010,津軽,020000,青森県
020014,中南津軽,020010,津軽,020000,青森県
020020,下北,020020,下北,020000,青森県
020031,三八,020030,三八上北,020000,青森県
020032,上北,020030,三八上北,020000,青森県
030011,盛岡地域,030010,内陸,030000,岩手県
030012,二戸地域,030010,内陸,030000,岩手県
030013,花北地域,030010,内陸,030000,岩手県
030014,遠野地域,030010,内陸,030000,岩手県
030015,奥州金ケ崎地域,030010,内陸,030000,岩手県
030016,両磐地域,030010,内陸,030000,岩手県
030021,久慈地域,030020,沿岸北部,030000,岩手県
030022,宮古地域,030020,沿岸北部,030000,岩手県
030031,釜石地域,030030,沿岸南部,030000,岩手県
030032,大船渡地域,030030,沿岸南部,030000,岩手県
040011,東部仙台,040010,東部,040000,宮城県
040012,石巻地域,040010,東部,040000,宮城県
040013,東部大崎,040010,東部,040000,宮城県
040014,気仙沼地域,040010,東部,040000,宮城県
040015,東部仙南,040010,東部,040000,宮城県
040016,登米・東部栗原,040010,東部,040000,宮城県
040021,西部仙台,040020,西部,040000,宮城県
040022,西部仙南,040020,西部,040000,宮城県
040023,西部大崎,040020,西部,040000,宮城県
040024,西部栗原,040020,西部,040000,宮城県
050011,秋田中央地域,050010,沿岸,050000,秋田県
050012,能代山本地域,050010,沿岸,050000,秋田県
050013,本荘由利地域,050010,沿岸,050000,秋田県
050021,北秋鹿角地域,050020,内陸,050000,秋田県
050022,仙北平鹿地域,050020,内陸,050000,秋田県
050023,湯沢雄勝地域,050020,内陸,050000,秋田県
060011,東南村山,060010,村山,060000,山形県
060012,北村山,060010,村山,060000,山形県
060013,西村山,060010,村山,060000,山形県
060021,東南置賜,060020,置賜,060000,山形県
060022,西置賜,060020,置賜,060000,山形県
060031,庄内北部,060030,庄内,060000,山形県
060032,庄内南部,060030,庄内,060000,山形県
060040,最上,060040,最上,060000,山形県
070011,中通り北部,070010,中通り,070000,福島県
070012,中通り中部,070010,中通り,070000,福島県
070013,中通り南部,070010,中通り,070000,福島県
070021,浜通り北部,070020,浜通り,070000,福島県
070022,浜通り中部,070020,浜通り,070000,福島県
070023,浜通り南部,070020,浜通り,070000,福島県
070031,会津北部,070030,会津,070000,福島県
070032,会津中部,070030,会津,070000,福島県
070033,会津南部,070030,会津,070000,福島県
080011,県央地域,080010,北部,080000,茨城県
080012,県北地域,080010,北部,080000,茨城県
080021,鹿行地域,080020,南部,080000,茨城県
080022,県南地域,080020,南部,080000,茨城県
080023,県西地域,080020,南部,080000,茨城県
090011,県央部,090010,南部,090000,栃木県
090012,南東部,090010,南部,090000,栃木県
090013,南西部,090010,南部,090000,栃木県
090021,那須地域,090020,北部,090000,栃木県
090022,日光市,090020,北部,090000,栃木県
100011,前橋・桐生地域,100010,南部,100000,群馬県
100012,伊勢崎・太田地域,100010,南部,100000,群馬県
100013,高崎・藤岡地域,100010,南部,100000,群馬県
100021,利根・沼田地域,100020,北部,100000,群馬県
100022,吾妻地域,100020,北部,100000,群馬県
110011,南中部,110010,南部,110000,埼玉県
110012,南東部,110010,南部,110000,埼玉県
110013,南西部,110010,南部,110000,埼玉県
110021,北東部,110020,北部,110000,埼玉県
110022,北西部,110020,北部,110000,埼玉県
110030,秩父地方,110030,秩父地方,110000,埼玉県
120011,千葉中央,120010,北西部,120000,千葉県
120012,印旛,120010,北西部,120000,千葉県
120013,東葛飾,120010,北西部,120000,千葉県
120021,香取・海匝,120020,北東部,120000,千葉県
120022,山武・長生,120020,北東部,120000,千葉県
120031,君津,120030,南部,120000,千葉県
120032,夷隅・安房,120030,南部,120000,千葉県
130011,２３区西部,130010,東京地方,130000,東京都
130012,２３区東部,130010,東京地方,130000,東京都
130013,多摩北部,130010,東京地方,130000,東京都
130014,多摩西部,130010,東京地方,130000,東京都
130015,多摩南部,130010,東京地方,130000,東京都
130021,大島,130020,伊豆諸島北部,130000,東京都
130022,新島,130020,伊豆諸島北部,130000,東京都
130031,八丈島,130030,伊豆諸島南部,130000,東京都
130032,三宅島,130030,伊豆諸島南部,130000,東京都
130040,小笠原諸島,130040,小笠原諸島,130000,東京都
140011,横浜・川崎,140010,東部,140000,神奈川県
140012,湘南,140010,東部,140000,神奈川県
140013,三浦半島,140010,東部,140000,神奈川県
140021,相模原,140020,西部,140000,神奈川県
140022,県央,140020,西部,140000,神奈川県
140023,足柄上,140020,西部,140000,神奈川県
140024,西湘,140020,西部,140000,神奈川県
150011,新潟地域,150010,下越,150000,新潟県
150012,岩船地域,150010,下越,150000,新潟県
150013,新発田地域,150010,下越,150000,新潟県
150014,五泉地域,150010,下越,150000,新潟県
150021,長岡地域,150020,中越,150000,新潟県
150022,三条地域,150020,中越,150000,新潟県
150023,魚沼市,150020,中越,150000,新潟県
150024,柏崎地域,150020,中越,150000,新潟県
150025,南魚沼地域,150020,中越,150000,新潟県
150026,十日町地域,150020,中越,150000,新潟県
150031,上越市,150030,上越,150000,新潟県
150032,糸魚川市,150030,上越,150000,新潟県
150033,妙高市,150030,上越,150000,新潟県
150040,佐渡,150040,佐渡,150000,新潟県
160011,東部南,160010,東部,160000,富山県
160012,東部北,160010,東部,160000,富山県
160021,西部北,160020,西部,160000,富山県
160022,西部南,160020,西部,160000,富山県
170011,加賀北部,170010,加賀,170000,石川県
170012,加賀南部,170010,加賀,170000,石川県
170021,能登北部,170020,能登,170000,石川県
170022,能登南部,170020,能登,170000,石川県
180011,嶺北北部,180010,嶺北,180000,福井県
180012,嶺北南部,180010,嶺北,180000,福井県
180013,奥越,180010,嶺北,180000,福井県
180021,嶺南東部,180020,嶺南,180000,福井県
180022,嶺南西部,180020,嶺南,180000,福井県
190011,中北地域,190010,中・西部,190000,山梨県
190012,峡東地域,190010,中・西部,190000,山梨県
190013,峡南地域,190010,中・西部,190000,山梨県
190021,東部,190020,東部・富士五湖,190000,山梨県
190022,富士五湖,190020,東部・富士五湖,190000,山梨県
200011,長野地域,200010,北部,200000,長野県
200012,中野飯山地域,200010,北部,200000,長野県
200013,大北地域,200010,北部,200000,長野県
200021,上田地域,200020,中部,200000,長野県
200022,佐久地域,200020,中部,200000,長野県
200023,松本地域,200020,中部,200000,長野県
200024,乗鞍上高地地域,200020,中部,200000,長野県
200025,諏訪地域,200020,中部,200000,長野県
200031,上伊那地域,200030,南部,200000,長野県
200032,木曽地域,200030,南部,200000,長野県
200033,下伊那地域,200030,南部,200000,長野県
210011,岐阜・西濃,210010,美濃地方,210000,岐阜県
210012,東濃,210010,美濃地方,210000,岐阜県
210013,中濃,210010,美濃地方,210000,岐阜県
210021,飛騨北部,210020,飛騨地方,210000,岐阜県
210022,飛騨南部,210020,飛騨地方,210000,岐阜県
220011,中部南,220010,中部,220000,静岡県
220012,中部北,220010,中部,220000,静岡県
220021,伊豆北,220020,伊豆,220000,静岡県
220022,伊豆南,220020,伊豆,220000,静岡県
220031,富士山南東,220030,東部,220000,静岡県
220032,富士山南西,220030,東部,220000,静岡県
220041,遠州北,220040,西部,220000,静岡県
220042,遠州南,220040,西部,220000,静岡県
230011,尾張東部,230010,西部,230000,愛知県
230012,尾張西部,230010,西部,230000,愛知県
230013,知多地域,230010,西部,230000,愛知県
230014,西三河南部,230010,西部,230000,愛知県
230015,西三河北西部,230010,西部,230000,愛知県
230021,西三河北東部,230020,東部,230000,愛知県
230022,東三河北部,230020,東部,230000,愛知県
230023,東三河南部,230020,東部,230000,愛知県
240011,中部,240010,北中部,240000,三重県
240012,北部,240010,北中部,240000,三重県
240013,伊賀,240010,北中部,240000,三重県
240021,伊勢志摩,240020,南部,240000,三重県
240022,紀勢・東紀州,240020,南部,240000,三重県
250011,近江南部,250010,南部,250000,滋賀県
250012,東近江,250010,南部,250000,滋賀県
250013,甲賀,250010,南部,250000,滋賀県
250021,近江西部,250020,北部,250000,滋賀県
250022,湖北,250020,北部,250000,滋賀県
250023,湖東,250020,北部,250000,滋賀県
260011,京都・亀岡,260010,南部,260000,京都府
