01,噴火警報,
02,火口周辺警報,
03,噴火警報（周辺海域）,
04,噴火予報：警報解除,
05,噴火予報,
06,降灰予報（定時）,
07,降灰予報（速報）,
08,降灰予報（詳細）,
11,レベル１（活火山であることに留意）,
12,レベル２（火口周辺規制）,
13,レベル３（入山規制）,
14,レベル４（高齢者等避難）,
15,レベル５（避難）,
21,活火山であることに留意,
22,火口周辺危険,
23,入山危険,
24,山麓厳重警戒,
25,居住地域厳重警戒,
31,海上警報（噴火警報）,
32,海上警報（噴火警報解除）,
33,海上予報（噴火予報）,
35,活火山であることに留意（海底火山）,
36,周辺海域警戒,
41,噴火警報：避難等,
42,噴火警報：入山規制等,
43,火口周辺警報：入山規制等,
44,噴火警報（周辺海域）：周辺海域警戒,
45,活火山であることに留意,
46,噴火警報：当該居住地域厳重警戒,
47,噴火警報：当該山麓厳重警戒,噴火警報（山麓）の場合、46に代えて使用する。
48,噴火警報：火口周辺警戒,
49,火口周辺警報：火口周辺警戒,
51,爆発,
52,噴火,
53,噴火開始,平成26年12月から運用上使用しない
54,連続噴火継続,
55,連続噴火停止,
56,噴火多発,
61,爆発したもよう,
62,噴火したもよう,
63,噴火開始したもよう,平成26年12月から運用上使用しない
64,連続噴火が継続しているもよう,
65,連続噴火は停止したもよう,
70,降灰,
71,少量の降灰,
72,やや多量の降灰,
73,多量の降灰,
75,小さな噴石の落下,
91,不明,
99,その他の現象,
