1001,米国、アラスカ州中央部
1002,米国、アラスカ州南部
1003,ベーリング海
1004,ロシア、コマンドル諸島
1005,アリューシャン列島ニア諸島
1006,アリューシャン列島ラット諸島
1007,アリューシャン列島アンドリアノフ諸島
1008,米国、プリビロフ諸島
1009,アリューシャン列島フォックス諸島
1010,米国、アラスカ州ユーニマク島
1011,米国、ブリストル湾
1012,米国、アラスカ半島
1013,米国、アラスカ州コディアク島
1014,米国、アラスカ州キーナイ半島
1015,アラスカ湾
1016,アリューシャン列島南方
1017,アラスカ州南方
1018,カナダ、ユーコン準州南部
1019,米国、アラスカ州南東部
1020,米国、アラスカ州南東部沖
1021,バンクーバー島西方
1022,カナダ、クイーンシャーロット諸島
1023,カナダ、ブリティッシュコロンビア州
1024,カナダ、アルバータ州
1025,カナダ、バンクーバー島
1026,米国、ワシントン州沖
1027,米国、ワシントン州沿岸
1028,米国、ワシントン／オレゴン州境
1029,米国、ワシントン州
1030,米国、オレゴン州沖
1031,米国、オレゴン州沿岸
1032,米国、オレゴン州
1033,米国、アイダホ州
1034,米国、カリフォルニア州北部沖
1035,米国、カリフォルニア州北部沿岸
1036,米国、カリフォルニア州北部
1037,米国、ネバダ州
1038,米国、カリフォルニア州沖
1039,米国、カリフォルニア州中部
1040,米国、カリフォルニア／ネバダ州境
1041,米国、ネバダ州
1042,米国、アリゾナ州
1043,米国、カリフォルニア州南部
1044,米国、カリフォルニア／アリゾナ州境
1045,カリフォルニア州（米国）／メキシコ国境
1046,アリゾナ州（米国）／ソノラ州（メキシコ）境
1047,メキシコ、バハカリフォルニア州西方沖
1048,メキシコ、バハカリフォルニア州
1049,メキシコ、カリフォルニア湾
1050,メキシコ、ソノラ州
1051,メキシコ中部沖
1052,メキシコ中部沿岸
1053,メキシコ、レビージャヒヘード諸島
1054,メキシコ、ハリスコ州沖
1055,メキシコ、ハリスコ州沿岸
1056,メキシコ、ミチョアカン州沿岸
1057,メキシコ、ミチョアカン州
1058,メキシコ、ゲレロ州沿岸
1059,メキシコ、ゲレロ州
1060,メキシコ、オアハカ州
1061,メキシコ、チアパス州
1062,メキシコ／グアテマラ国境
1063,メキシコ沖
1064,メキシコ、ミチョアカン州沖
1065,メキシコ、ゲレロ州沖
1066,メキシコ、オアハカ州沿岸
1067,メキシコ、オアハカ州沖
1068,メキシコ、チアパス州沖
1069,メキシコ、チアパス州沿岸
1070,グアテマラ
1071,グアテマラ沿岸
1072,ホンジュラス
1073,エルサルバドル
1074,ニカラグア沿岸
1075,ニカラグア
1076,中央アメリカ沖
1077,コスタリカ沖
1078,コスタリカ
1079,パナマ北方
1080,パナマ／コスタリカ国境
1081,パナマ
1082,パナマ／コロンビア国境
1083,パナマ南方
1084,メキシコ、ユカタン半島
1085,キューバ
1086,ジャマイカ
1087,ハイチ
1088,ドミニカ共和国
1089,モナ海峡
1090,プエルトリコ
1091,バージン諸島
1092,リワード諸島
1093,ベリーズ
1094,カリブ海
1095,ウィンドワード諸島
1096,コロンビア北岸
1097,ベネズエラ沿岸
1098,トリニダード・トバゴ
1099,コロンビア北部
1100,ベネズエラ、マラカイボ湖
1101,ベネズエラ
1102,コロンビア西岸
1103,コロンビア
1104,エクアドル沖
1105,エクアドル沿岸
1106,コロンビア／エクアドル国境
1107,エクアドル
1108,ペルー北部沖
1109,ペルー北部沿岸
1110,ペルー／エクアドル国境
1111,ペルー北部
1112,ペルー／ブラジル国境
1113,ブラジル、アマゾナス州
1114,ペルー沖
1115,ペルー沿岸
1116,ペルー中部
1117,ペルー南部
1118,ペルー／ボリビア国境
1119,ボリビア北部
1120,ボリビア中部
1121,チリ北部沖
1122,チリ北部沿岸
1123,チリ北部
1124,チリ／ボリビア国境
1125,ボリビア南部
1126,パラグアイ
1127,チリ／アルゼンチン国境
1128,アルゼンチン、フフイ州
1129,アルゼンチン、サルタ州
1130,アルゼンチン、カタマルカ州
1131,アルゼンチン、トゥクマン州
1132,アルゼンチン、サンティアゴデルエステロ州
1133,アルゼンチン北東部
1134,チリ中部沖
1135,チリ中部沿岸
1136,チリ中部
1137,アルゼンチン、サンフアン州
1138,アルゼンチン、ラリオハ州
1139,アルゼンチン、メンドサ州
1140,アルゼンチン、サンルイス州
1141,アルゼンチン、コルドバ州
1142,ウルグアイ
1143,チリ南部沖
1144,チリ南部
1145,チリ南部／アルゼンチン国境
1146,アルゼンチン南部
1147,ティエラデルフエゴ
1148,フォークランド諸島
1149,ドレーク海峡
1150,スコシア海
1151,サウスジョージア島
1152,サウスジョージア海膨
1153,サウスサンドウィッチ諸島
1154,サウスシェトランド諸島
1155,南極半島
1156,大西洋南西部
1157,ウェッデル海
1158,ニュージーランド、北島西方沖
1159,ニュージーランド、北島
1160,ニュージーランド、北島東方沖
1161,ニュージーランド、南島西方沖
1162,ニュージーランド、南島
1163,ニュージーランド、クック海峡
1164,ニュージーランド、南島東方沖
1165,マクオーリー島北方
1166,オークランド諸島
1167,マクオーリー島
1168,ニュージーランド南方
1169,サモア諸島
1170,サモア諸島
1171,フィジー諸島南方
1172,トンガ諸島西方
1173,トンガ諸島
1174,トンガ諸島
1175,トンガ諸島南方
1176,ニュージーランド北方
1177,ケルマデック諸島
1178,ケルマデック諸島
1179,ケルマデック諸島南方
1180,フィジー諸島北方
1181,フィジー諸島
1182,フィジー諸島
1183,サンタクルーズ諸島
1184,サンタクルーズ諸島
1185,バヌアツ諸島
1186,バヌアツ諸島
1187,ニューカレドニア
1188,ローヤリティー諸島
1189,ローヤリティー諸島南東方
1190,パプアニューギニア、ニューアイルランド
1191,ソロモン諸島北方
1192,パプアニューギニア、ニューブリテン
1193,ソロモン諸島
1194,パプアニューギニア、ダントルカストー
1195,ソロモン諸島南方
1196,インドネシア、パプア
1197,インドネシア、パプア北岸
1198,パプアニューギニア、ニーニゴー諸島
1199,パプアニューギニア、アドミラルティ
1200,パプアニューギニア、ニューギニア北岸
1201,インドネシア、パプア
1202,パプアニューギニア、ニューギニア
1203,ビスマルク海
1204,インドネシア、アルー諸島
1205,インドネシア、パプア南岸
1206,パプアニューギニア、ニューギニア南岸
1207,パプアニューギニア、ニューギニア東部
1208,アラフラ海
1209,パラオ
1210,マリアナ諸島南方
1211,本州南東方
1212,小笠原諸島
1213,硫黄列島
1214,マリアナ諸島西方
1215,マリアナ諸島
1216,マリアナ諸島
1217,ロシア、カムチャツカ半島
1218,ロシア、カムチャツカ半島東岸
1219,ロシア、カムチャツカ半島東方沖
1220,千島列島北西方
1221,千島列島
1222,千島列島東方
1223,日本海東部
1224,北海道
1225,北海道南東沖
1226,本州東部西岸
1227,本州東部
1228,本州東部東岸
1229,本州東方沖
1230,本州東部南岸
1231,韓国
1232,本州西部
1233,本州西部南岸
1234,南西諸島北西方
1235,九州
1236,四国
1237,四国南東方
1238,南西諸島
1239,南西諸島南東方
1240,小笠原諸島西方
1241,フィリピン海
1242,中国南東部沿岸
1243,台湾
1244,台湾
1245,台湾北東方
1246,南西諸島南西部
1247,台湾南東方
1248,フィリピン諸島
1249,フィリピン諸島、ルソン
1250,フィリピン諸島、ミンドロ
1251,フィリピン諸島、サマル
1252,フィリピン諸島、パラワン
1253,スールー海
1254,フィリピン諸島、パナイ
1255,フィリピン諸島、セブ
1256,フィリピン諸島、レイテ
1257,フィリピン諸島、ネグロス
1258,フィリピン諸島、スールー諸島
1259,フィリピン諸島、ミンダナオ
1260,フィリピン諸島東方
1261,カリマンタン
1262,セレベス海
1263,インドネシア、タラウド諸島
1264,インドネシア、ハルマヘラ北方
